section,token,section_count,overall_count,section_share,overall_share,overrepresentation_ratio
herbal,otam,14,47,0.0012261341741110527,0.0012379171385677036,0.9904816210313688
herbal,kedy,13,44,0.001138553161674549,0.0011589011509995522,0.9824419974840365
herbal,okal,40,138,0.0035032404974601507,0.0036347354281349594,0.9638226954135474
herbal,keey,13,45,0.001138553161674549,0.0011852398135222693,0.9606099530955022
herbal,qokchdy,16,56,0.0014012961989840604,0.0014749651012721575,0.9500537997647824
herbal,okaiin,60,212,0.005254860746190226,0.0055837964548160245,0.9410910280688882
herbal,sheody,14,50,0.0012261341741110527,0.0013169331261358547,0.9310527237694868
herbal,chear,14,51,0.0012261341741110527,0.0013432717886585719,0.9127967880093008
herbal,sheor,14,51,0.0012261341741110527,0.0013432717886585719,0.9127967880093008
herbal,okar,34,129,0.002977754422841128,0.0033976874654305053,0.8764062183876675
herbal,tedy,11,42,0.0009633911368015414,0.001106223825954118,0.8708826497843839
herbal,dal,65,253,0.005692765808372744,0.006663681618247426,0.8542973891165533
herbal,qoky,37,147,0.0032404974601506395,0.003871783390839413,0.8369521569356417
herbal,cheo,16,65,0.0014012961989840604,0.0017120130639766112,0.8185078890281203
herbal,sal,13,55,0.001138553161674549,0.0014486264387494404,0.7859535979872291
herbal,cheody,21,89,0.0018392012611665792,0.0023441409645218216,0.7845949919405788
herbal,otaiin,36,154,0.0031529164477141357,0.004056154028498433,0.7773167452620947
herbal,aiin,108,470,0.009458749343142408,0.012379171385677035,0.7640858219384846
herbal,okedy,26,118,0.002277106323349098,0.0031079621776806173,0.7326686082931797
herbal,am,19,88,0.0016640392362935715,0.0023178023019991044,0.7179383827767958
herbal,chey,73,344,0.006393413907864775,0.00906049990781468,0.7056358890694824
herbal,oly,12,57,0.0010509721492380452,0.0015013037637948744,0.700039641931945
herbal,ar,70,353,0.006130670870555264,0.009297547870519136,0.6593857817064354
herbal,cheol,34,173,0.002977754422841128,0.0045565886164300575,0.6535052148671047
herbal,olaiin,10,52,0.0008758101243650377,0.001369610451181289,0.639459288303219
herbal,qokar,29,152,0.002539849360658609,0.004003476703452999,0.6344109255008251
herbal,sheey,27,144,0.002364687335785602,0.0037927674032712617,0.6234728060956386
herbal,sol,14,75,0.0012261341741110527,0.0019753996892037822,0.6207018158463244
herbal,l,11,59,0.0009633911368015414,0.0015539810888403087,0.6199503608634597
herbal,qotaiin,14,79,0.0012261341741110527,0.0020807543392946507,0.5892738758034726
herbal,ol,93,539,0.00814503415659485,0.014196539099744516,0.5737337881696414
herbal,okey,11,64,0.0009633911368015414,0.001685674401453894,0.571516738921002
herbal,otar,24,141,0.0021019442984760903,0.0037137514157031108,0.5659894977322107
herbal,sar,14,84,0.0012261341741110527,0.002212447651908236,0.5541980498627898
herbal,otal,23,143,0.0020143632860395865,0.0037664287407485446,0.5348204956717831
herbal,shey,45,283,0.003941145559642669,0.007453841493928939,0.528740188915029
herbal,qotar,10,63,0.0008758101243650377,0.0016593357389311772,0.5278076665359902
herbal,sheol,18,114,0.0015764582238570678,0.003002607527589749,0.5250297314489587
herbal,air,11,74,0.0009633911368015414,0.001949061026681065,0.4942847471749206
herbal,qokedy,40,272,0.0035032404974601507,0.00716411620617905,0.48899827929069684
herbal,okeedy,15,105,0.0013137151865475565,0.002765559564885295,0.4750268998823912
herbal,otedy,21,155,0.0018392012611665792,0.00408249269102115,0.4505093824691065
herbal,chedy,67,501,0.005867927833245752,0.013195669923881265,0.4446858603689451
herbal,qokaiin,35,262,0.003065335435277632,0.006900729580951879,0.4442045437831521
herbal,qotedy,12,91,0.0010509721492380452,0.002396818289567256,0.43848636912220723
herbal,ain,12,92,0.0010509721492380452,0.002423156952089973,0.4337202129360963
herbal,cheey,22,174,0.0019267822736030828,0.004582927278952775,0.4204261067924612
herbal,okain,18,144,0.0015764582238570678,0.0037927674032712617,0.41564853739709234
herbal,otain,11,96,0.0009633911368015414,0.0025285116021808414,0.3810111592806679
herbal,oteey,14,140,0.0012261341741110527,0.0036874127531803936,0.33251882991767384
herbal,al,24,261,0.0021019442984760903,0.006874390918429162,0.30576444130360814
herbal,okeey,15,176,0.0013137151865475565,0.004635604603998209,0.28339673004347204
herbal,shedy,36,427,0.0031529164477141357,0.0112466088972002,0.28034374419288666
herbal,qokeey,21,308,0.0018392012611665792,0.008112308056996866,0.22671738403477762
herbal,qokal,11,191,0.0009633911368015414,0.005030684541838966,0.19150299105206345
herbal,qokeedy,10,305,0.0008758101243650377,0.008033292069428714,0.10902256718612259
pharmaceutical,qokeol,25,52,0.009693679720822024,0.001369610451181289,7.077691114624034
pharmaceutical,okeol,31,66,0.01202016285381931,0.0017383517264993283,6.91468974349936
pharmaceutical,qokeody,14,32,0.005428460643660334,0.000842837200726947,6.440698914307872
pharmaceutical,ckhey,13,32,0.005040713454827452,0.000842837200726947,5.980648991857309
pharmaceutical,chos,11,38,0.004265219077161691,0.0010008691758632497,4.261515071120998
pharmaceutical,okol,22,83,0.008530438154323382,0.002186108989385519,3.9021101856047693
pharmaceutical,cheor,24,100,0.009305932531989143,0.0026338662522717095,3.5331834044203183
pharmaceutical,sheor,12,51,0.0046529662659945716,0.0013432717886585719,3.463905298451292
pharmaceutical,cheol,40,173,0.015509887553315239,0.0045565886164300575,3.4038375765128306
pharmaceutical,cheody,18,89,0.006979449398991857,0.0023441409645218216,2.9774017452980206
pharmaceutical,qokol,21,105,0.0081426909654905,0.002765559564885295,2.944319503683598
pharmaceutical,cthey,10,51,0.0038774718883288098,0.0013432717886585719,2.8865877487094105
pharmaceutical,olaiin,10,52,0.0038774718883288098,0.001369610451181289,2.831076445849614
pharmaceutical,ykeey,11,58,0.004265219077161691,0.0015276424263175915,2.7920271155620333
pharmaceutical,dor,14,74,0.005428460643660334,0.001949061026681065,2.7851670980790795
pharmaceutical,okey,12,64,0.0046529662659945716,0.001685674401453894,2.7602995347033734
pharmaceutical,sheol,20,114,0.0077549437766576195,0.003002607527589749,2.5827364067399987
pharmaceutical,dol,20,117,0.0077549437766576195,0.0030816235151579,2.516512396310768
pharmaceutical,cheo,11,65,0.004265219077161691,0.0017120130639766112,2.49134727234766
pharmaceutical,okeey,24,176,0.009305932531989143,0.004635604603998209,2.0074905706933626
pharmaceutical,sol,10,75,0.0038774718883288098,0.0019753996892037822,1.9628796691223989
pharmaceutical,dam,12,98,0.0046529662659945716,0.0025811889272262752,1.802644594091999
pharmaceutical,chody,11,94,0.004265219077161691,0.002475834277135407,1.7227401351340204
pharmaceutical,daiin,100,864,0.038774718883288095,0.022756604419627572,1.703888601668749
pharmaceutical,chol,44,396,0.017060876308646764,0.01043011035899597,1.6357330576019993
pharmaceutical,dal,27,253,0.010469174098487785,0.006663681618247426,1.5710795770643704
pharmaceutical,chor,23,219,0.008918185343156262,0.005768167092475044,1.546103848966273
pharmaceutical,sheey,15,144,0.0058162078324932144,0.0037927674032712617,1.5334997415018743
pharmaceutical,qokey,11,107,0.004265219077161691,0.0028182368899307294,1.5134352589027842
pharmaceutical,s,26,255,0.010081426909654904,0.00671635894329286,1.501025629328893
pharmaceutical,or,36,367,0.013958898797983715,0.009666289145837174,1.4440804105260157
pharmaceutical,cheey,17,174,0.006591702210158977,0.004582927278952775,1.438316998925896
pharmaceutical,dair,10,106,0.0038774718883288098,0.0027918982274080122,1.3888299545677352
pharmaceutical,ol,40,539,0.015509887553315239,0.014196539099744516,1.092511875207272
pharmaceutical,saiin,10,144,0.0038774718883288098,0.0037927674032712617,1.0223331610012496
pharmaceutical,qokeey,21,308,0.0081426909654905,0.008112308056996866,1.003745285346681
pharmaceutical,shey,19,283,0.007367196587824738,0.007453841493928939,0.9883758051234693
pharmaceutical,dar,21,319,0.0081426909654905,0.008402033344746753,0.9691333789554163
pharmaceutical,aiin,30,470,0.011632415664986429,0.012379171385677035,0.9396764373458293
pharmaceutical,dy,17,271,0.006591702210158977,0.007137777543656333,0.9234950472808334
pharmaceutical,dain,13,211,0.005040713454827452,0.005557457792293307,0.9070178565849947
pharmaceutical,chey,21,344,0.0081426909654905,0.00906049990781468,0.8987021740894704
pharmaceutical,shol,11,187,0.004265219077161691,0.004925329891748097,0.865976324612823
stars,shedain,10,11,0.0009351037965214139,0.00028972528774988805,3.227553258411684
stars,cheeo,15,17,0.0014026556947821208,0.00044775726288619064,3.132625221399575
stars,lkeey,36,41,0.00336637366747709,0.001079885163431401,3.1173441227586016
stars,lkain,29,35,0.0027118010099121004,0.0009218531882950984,2.941684255523792
stars,lky,14,17,0.0013091453151299795,0.00044775726288619064,2.923783539972937
stars,lkaiin,40,49,0.0037404151860856555,0.0012905944636131376,2.898211089186002
stars,lkeedy,33,41,0.0030858425285206657,0.001079885163431401,2.8575654458620514
stars,laiin,10,13,0.0009351037965214139,0.00034240261279532225,2.7310066032714246
stars,lcheey,10,13,0.0009351037965214139,0.00034240261279532225,2.7310066032714246
stars,chedain,14,19,0.0013091453151299795,0.0005004345879316248,2.616016851554733
stars,qopchdy,11,15,0.0010286141761735553,0.00039507993784075645,2.6035596284520914
stars,rain,19,26,0.0017766972133906865,0.0006848052255906445,2.5944562731078538
stars,qokchedy,28,39,0.002618290630259959,0.0010272078383859668,2.548939496386663
stars,otair,15,21,0.0014026556947821208,0.000553111912977059,2.5359347030377517
stars,chedal,17,24,0.0015896764540864036,0.0006321279005452104,2.51480191384577
stars,qotchedy,17,24,0.0015896764540864036,0.0006321279005452104,2.51480191384577
stars,chedar,21,30,0.001963717972694969,0.0007901598756815129,2.4852160089769963
stars,lkar,21,30,0.001963717972694969,0.0007901598756815129,2.4852160089769963
stars,qopchedy,22,32,0.0020572283523471106,0.000842837200726947,2.440837151673836
stars,lkchedy,11,16,0.0010286141761735553,0.0004214186003634735,2.440837151673836
stars,okeeo,10,15,0.0009351037965214139,0.00039507993784075645,2.3668723895019013
stars,lkedy,19,29,0.0017766972133906865,0.0007638212131587958,2.326064244855317
stars,qokeeo,15,23,0.0014026556947821208,0.0006057892380224932,2.3154186419040337
stars,kchedy,14,22,0.0013091453151299795,0.0005794505754997761,2.2592872808881785
stars,chdaiin,10,16,0.0009351037965214139,0.0004214186003634735,2.2189428651580325
stars,qokeeey,16,26,0.0014961660744342623,0.0006848052255906445,2.18480528261714
stars,lshey,11,18,0.0010286141761735553,0.0004740959254089077,2.1696330237100763
stars,oteedy,60,100,0.005610622779128483,0.0026338662522717095,2.130185150551711
stars,okchedy,15,25,0.0014026556947821208,0.0006584665630679274,2.130185150551711
stars,qoeedy,12,20,0.0011221245558256966,0.000526773250454342,2.130185150551711
stars,qokair,10,17,0.0009351037965214139,0.00044775726288619064,2.0884168142663837
stars,raiin,44,75,0.004114456704694221,0.0019753996892037822,2.0828477027616734
stars,ycheey,14,24,0.0013091453151299795,0.0006321279005452104,2.0710133408141638
stars,chl,15,26,0.0014026556947821208,0.0006848052255906445,2.0482549524535685
stars,qokchey,17,30,0.0015896764540864036,0.0007901598756815129,2.011841531076616
stars,lor,24,43,0.0022442491116513932,0.001132562488476835,1.9815675819085687
stars,qotain,35,64,0.0032728632878249488,0.001685674401453894,1.9415750070132787
stars,okeey,96,176,0.008976996446605573,0.004635604603998209,1.9365319550470101
stars,otain,52,96,0.004862539741911353,0.0025285116021808414,1.9230838164702948
stars,cheal,16,30,0.0014961660744342623,0.0007901598756815129,1.8934979116015211
stars,ain,49,92,0.004582008602954928,0.002423156952089973,1.8909252242216275
stars,chedaiin,17,32,0.0015896764540864036,0.000842837200726947,1.8861014353843277
stars,al,138,261,0.012904432391995511,0.006874390918429162,1.8771746537428873
stars,opchdy,10,19,0.0009351037965214139,0.0005004345879316248,1.8685834653962379
stars,rar,11,21,0.0010286141761735553,0.000553111912977059,1.8596854488943513
stars,aiir,12,23,0.0011221245558256966,0.0006057892380224932,1.852334913523227
stars,opchedy,26,50,0.0024312698709556763,0.0013169331261358547,1.8461604638114832
stars,okeeey,14,27,0.0013091453151299795,0.0007111438881133616,1.8409007473903678
stars,qokeey,159,308,0.014868150364690481,0.008112308056996866,1.8327891717409204
stars,okain,74,144,0.006919768094258463,0.0037927674032712617,1.8244641335743823
stars,qoteey,21,42,0.001963717972694969,0.001106223825954118,1.775154292126426
stars,otchedy,17,34,0.0015896764540864036,0.0008955145257723813,1.775154292126426
stars,chdar,10,20,0.0009351037965214139,0.000526773250454342,1.7751542921264258
stars,qotaiin,39,79,0.003646904806433514,0.0020807543392946507,1.7526839846311546
stars,keedy,26,53,0.0024312698709556763,0.0013959491137040061,1.7416608149164936
stars,aiiin,20,41,0.0018702075930428278,0.001079885163431401,1.7318578459770009
stars,olkaiin,15,31,0.0014026556947821208,0.00081649853820423,1.7178912504449284
stars,orain,13,27,0.0012156349354778381,0.0007111438881133616,1.7094078368624843
stars,otaiin,74,154,0.006919768094258463,0.004056154028498433,1.7059924365890329
stars,qokam,12,25,0.0011221245558256966,0.0006584665630679274,1.704148120441369
stars,ched,11,23,0.0010286141761735553,0.0006057892380224932,1.697973670729625
stars,qotchdy,11,23,0.0010286141761735553,0.0006057892380224932,1.697973670729625
stars,lchedy,55,119,0.005143070880867777,0.0031343008402033344,1.6408989254950157
stars,cheo,30,65,0.0028053113895642415,0.0017120130639766112,1.6386039619628547
stars,qotar,29,63,0.0027118010099121004,0.0016593357389311772,1.634269030846551
stars,qotey,11,24,0.0010286141761735553,0.0006321279005452104,1.627224767782557
stars,okeedy,48,105,0.0044884982233027865,0.002765559564885295,1.6229982099441609
stars,oteey,63,140,0.005891153918084907,0.0036874127531803936,1.5976388629137832
stars,qokeedy,137,305,0.01281092201234337,0.008033292069428714,1.5947287739102975
stars,okaiin,94,212,0.00878997568730129,0.0055837964548160245,1.5741934288668307
stars,cheey,77,174,0.007200299233214887,0.004582927278952775,1.5711135688935036
stars,kain,21,48,0.001963717972694969,0.0012642558010904207,1.5532600056106227
stars,qokaiin,114,262,0.010660183280344118,0.006900729580951879,1.5447907580336837
stars,chckhey,13,30,0.0012156349354778381,0.0007901598756815129,1.538467053176236
stars,air,32,74,0.0029923321488685246,0.001949061026681065,1.5352685769742065
stars,kaiin,28,65,0.002618290630259959,0.0017120130639766112,1.529363697831998
stars,yteedy,12,28,0.0011221245558256966,0.0007374825506360788,1.5215608218226508
stars,qoteedy,31,74,0.002898821769216383,0.001949061026681065,1.4872914339437624
stars,chal,20,48,0.0018702075930428278,0.0012642558010904207,1.4792952434386883
stars,odar,10,24,0.0009351037965214139,0.0006321279005452104,1.4792952434386883
stars,opchey,12,29,0.0011221245558256966,0.0007638212131587958,1.4690932072770422
stars,aiin,193,470,0.018047503272863287,0.012379171385677035,1.4578926739591498
stars,cheedy,24,59,0.0022442491116513932,0.0015539810888403087,1.4441933224079397
stars,olkeedy,17,42,0.0015896764540864036,0.001106223825954118,1.437029665054726
stars,ar,142,353,0.013278473910604077,0.009297547870519136,1.4281694588212606
stars,sain,27,68,0.0025247802506078174,0.0017910290515447626,1.4096813496298088
stars,otal,56,143,0.005236581260519918,0.0037664287407485446,1.3903306343927253
stars,otedy,60,155,0.005610622779128483,0.00408249269102115,1.3743130003559427
stars,pchedy,13,34,0.0012156349354778381,0.0008955145257723813,1.3574709292731495
stars,qodaiin,16,42,0.0014961660744342623,0.001106223825954118,1.352498508286801
stars,taiin,16,42,0.0014961660744342623,0.001106223825954118,1.352498508286801
stars,chedy,190,501,0.017766972133906864,0.013195669923881265,1.3464244131897045
stars,qokain,105,279,0.009818589863474846,0.00734848684383807,1.3361376392349444
stars,otar,53,141,0.004956050121563494,0.0037137514157031108,1.334513155782987
stars,char,27,72,0.0025247802506078174,0.0018963837016356309,1.3313657190948196
stars,olkeey,15,40,0.0014026556947821208,0.001053546500908684,1.3313657190948194
stars,qokey,40,107,0.0037404151860856555,0.0028182368899307294,1.3272181623375148
stars,cheody,33,89,0.0030858425285206657,0.0023441409645218216,1.3164065537117315
stars,dchedy,10,27,0.0009351037965214139,0.0007111438881133616,1.314929105278834
stars,checkhy,17,47,0.0015896764540864036,0.0012379171385677036,1.2841541687723081
stars,otam,17,47,0.0015896764540864036,0.0012379171385677036,1.2841541687723081
stars,chey,123,344,0.011501776697213391,0.00906049990781468,1.269441732160177
stars,lshedy,15,42,0.0014026556947821208,0.001106223825954118,1.2679673515188759
stars,l,21,59,0.001963717972694969,0.0015539810888403087,1.2636691571069474
stars,lchey,16,45,0.0014961660744342623,0.0011852398135222693,1.2623319410676808
stars,chear,18,51,0.001683186833738545,0.0013432717886585719,1.2530500885598301
stars,tar,15,43,0.0014026556947821208,0.001132562488476835,1.2384797386928554
stars,kar,18,52,0.001683186833738545,0.001369610451181289,1.228952971472141
stars,oraiin,13,38,0.0012156349354778381,0.0010008691758632497,1.2145792525075547
stars,am,30,88,0.0028053113895642415,0.0023178023019991044,1.2103324719043813
stars,sheey,49,144,0.004582008602954928,0.0037927674032712617,1.2080911154749288
stars,tchedy,11,33,0.0010286141761735553,0.0008691758632496642,1.1834361947509509
stars,shckhy,20,60,0.0018702075930428278,0.0015803197513630258,1.1834361947509506
stars,keey,15,45,0.0014026556947821208,0.0011852398135222693,1.1834361947509506
stars,ches,12,36,0.0011221245558256966,0.0009481918508178154,1.1834361947509506
stars,otchey,10,31,0.0009351037965214139,0.00081649853820423,1.1452608336299523
stars,qotal,19,59,0.0017766972133906865,0.0015539810888403087,1.1433197135729525
stars,sheedy,27,84,0.0025247802506078174,0.002212447651908236,1.1411706163669881
stars,sheo,15,47,0.0014026556947821208,0.0012379171385677036,1.1330772077402718
stars,okar,41,129,0.003833925565737797,0.0033976874654305053,1.128392650809046
stars,sheckhy,11,35,0.0010286141761735553,0.0009218531882950984,1.1158112693366107
stars,okchey,10,32,0.0009351037965214139,0.000842837200726947,1.1094714325790163
stars,qokor,11,36,0.0010286141761735553,0.0009481918508178154,1.0848165118550381
stars,cheol,52,173,0.004862539741911353,0.0045565886164300575,1.0671447767696436
stars,sheody,15,50,0.0014026556947821208,0.0013169331261358547,1.0650925752758555
stars,okal,41,138,0.003833925565737797,0.0036347354281349594,1.0548018257562821
stars,shey,84,283,0.007854871890779876,0.007453841493928939,1.0538018412623307
stars,qotedy,27,91,0.0025247802506078174,0.002396818289567256,1.0533882612618353
stars,lol,13,44,0.0012156349354778381,0.0011589011509995522,1.0489548089837972
stars,shar,10,34,0.0009351037965214139,0.0008955145257723813,1.0442084071331919
stars,chcthy,23,79,0.0021507387319992517,0.0020807543392946507,1.0336341447824757
stars,oiin,10,35,0.0009351037965214139,0.0009218531882950984,1.0143738812151006
stars,okedy,33,118,0.0030858425285206657,0.0031079621776806173,0.9928829091554586
stars,odaiin,17,61,0.0015896764540864036,0.001606658413885743,0.989430261185221
stars,chckhy,39,140,0.003646904806433514,0.0036874127531803936,0.989014534184723
stars,dair,29,106,0.0027118010099121004,0.0027918982274080122,0.9713108390880445
stars,chodaiin,12,44,0.0011221245558256966,0.0011589011509995522,0.9682659775235051
stars,olaiin,14,52,0.0013091453151299795,0.001369610451181289,0.9558523111449987
stars,shedy,114,427,0.010660183280344118,0.0112466088972002,0.9478575611354219
stars,chdy,40,152,0.0037404151860856555,0.004003476703452999,0.9342917326981189
stars,qokar,40,152,0.0037404151860856555,0.004003476703452999,0.9342917326981189
stars,otey,15,57,0.0014026556947821208,0.0015013037637948744,0.9342917326981189
stars,chos,10,38,0.0009351037965214139,0.0010008691758632497,0.9342917326981189
stars,shdy,12,46,0.0011221245558256966,0.0012115784760449865,0.9261674567616135
stars,saiin,37,144,0.0034598840471292314,0.0037927674032712617,0.9122320667871912
stars,dain,53,211,0.004956050121563494,0.005557457792293307,0.8917836728218065
stars,okey,16,64,0.0014961660744342623,0.001685674401453894,0.8875771460632131
stars,qokeol,13,52,0.0012156349354778381,0.001369610451181289,0.8875771460632131
stars,qokchdy,14,56,0.0013091453151299795,0.0014749651012721575,0.887577146063213
stars,sar,20,84,0.0018702075930428278,0.002212447651908236,0.8453115676792505
stars,oteol,10,42,0.0009351037965214139,0.001106223825954118,0.8453115676792505
stars,sheol,27,114,0.0025247802506078174,0.003002607527589749,0.8408625594283071
stars,chody,22,94,0.0020572283523471106,0.002475834277135407,0.8309232856761994
stars,ytaiin,10,43,0.0009351037965214139,0.001132562488476835,0.8256531591285703
stars,kedy,10,44,0.0009351037965214139,0.0011589011509995522,0.806888314602921
stars,qokedy,61,272,0.005704133158780625,0.00716411620617905,0.7962089104390588
stars,ykeey,13,58,0.0012156349354778381,0.0015276424263175915,0.795758820608398
stars,qoty,19,87,0.0017766972133906865,0.0022914636394763873,0.7753547482851056
stars,shody,12,55,0.0011221245558256966,0.0014486264387494404,0.774612782018804
stars,qokchy,15,69,0.0014026556947821208,0.0018173677140674797,0.7718062139680113
stars,sheor,11,51,0.0010286141761735553,0.0013432717886585719,0.7657528318976741
stars,qokal,41,191,0.003833925565737797,0.005030684541838966,0.7621081254155336
stars,ol,111,539,0.010379652141387695,0.014196539099744516,0.731139615681014
stars,oty,23,115,0.0021507387319992517,0.003028946190112466,0.7100617168505704
stars,qoky,29,147,0.0027118010099121004,0.003871783390839413,0.7004010132199505
stars,okeol,13,66,0.0012156349354778381,0.0017383517264993283,0.6993032059891983
stars,qol,28,151,0.002618290630259959,0.003977138040930282,0.6583353666164229
stars,or,66,367,0.006171685057041331,0.009666289145837174,0.6384751132443821
stars,cheky,11,65,0.0010286141761735553,0.0017120130639766112,0.6008214527197134
stars,y,29,176,0.0027118010099121004,0.004635604603998209,0.5849940280871178
stars,cho,11,69,0.0010286141761735553,0.0018173677140674797,0.5659912235765416
stars,chol,62,396,0.005797643538432766,0.01043011035899597,0.5558563945042344
stars,o,14,91,0.0013091453151299795,0.002396818289567256,0.546201320654285
stars,otol,13,86,0.0012156349354778381,0.00226512497695367,0.5366745534335707
stars,daiin,122,864,0.01140826631756125,0.022756604419627572,0.5013167213875556
stars,dar,42,319,0.003927435945389938,0.008402033344746753,0.46743874776996797
stars,shol,24,187,0.0022442491116513932,0.004925329891748097,0.45565457765812
stars,qokol,13,105,0.0012156349354778381,0.002765559564885295,0.4395620151932103
stars,cheor,12,100,0.0011221245558256966,0.0026338662522717095,0.4260370301103423
stars,oky,12,102,0.0011221245558256966,0.0026865435773171437,0.41768336285327673
stars,dam,11,98,0.0010286141761735553,0.0025811889272262752,0.3985040247630753
stars,dal,27,253,0.0025247802506078174,0.006663681618247426,0.3788866868570237
stars,r,10,99,0.0009351037965214139,0.0026075275897489924,0.3586170287124093
stars,sho,12,130,0.0011221245558256966,0.0034240261279532224,0.32772079239257096
stars,chor,19,219,0.0017766972133906865,0.005768167092475044,0.3080176397296995
stars,chy,11,155,0.0010286141761735553,0.00408249269102115,0.25195738339858953
stars,s,12,255,0.0011221245558256966,0.00671635894329286,0.16707334514131067
stars,dy,11,271,0.0010286141761735553,0.007137777543656333,0.14410846651948847
text,dal,23,253,0.014145141451414513,0.006663681618247426,2.122721681762272
text,okal,12,138,0.007380073800738007,0.0036347354281349594,2.03042943472913
text,y,13,176,0.007995079950799507,0.004635604603998209,1.724711366431846
text,qokal,14,191,0.008610086100861008,0.005030684541838966,1.7115138167088475
text,qokar,11,152,0.006765067650676507,0.004003476703452999,1.6897981808765457
text,otal,10,143,0.006150061500615006,0.0037664287407485446,1.6328628321248249
text,ar,24,353,0.014760147601476014,0.009297547870519136,1.5875312294199428
text,dar,15,319,0.00922509225092251,0.008402033344746753,1.0979594905666925
text,chol,17,396,0.010455104551045511,0.01043011035899597,1.002396349721073
text,s,10,255,0.006150061500615006,0.00671635894329286,0.9156838627209801
text,shey,11,283,0.006765067650676507,0.007453841493928939,0.9075947826616075
text,aiin,18,470,0.01107011070110701,0.012379171385677035,0.8942529638062338
text,ol,19,539,0.011685116851168511,0.014196539099744516,0.823096162315983
text,daiin,28,864,0.017220172201722016,0.022756604419627572,0.7567109698874765
text,or,11,367,0.006765067650676507,0.009666289145837174,0.6998619168752996
zodiac,oteos,15,29,0.01126126126126126,0.0007638212131587958,14.743320907114011
zodiac,oteody,15,39,0.01126126126126126,0.0010272078383859668,10.962982212982212
zodiac,otey,10,57,0.0075075075075075074,0.0015013037637948744,5.000658553290132
zodiac,oteey,18,140,0.013513513513513514,0.0036874127531803936,3.6647683397683397
zodiac,am,10,88,0.0075075075075075074,0.0023178023019991044,3.2390629265629265
zodiac,al,29,261,0.02177177177177177,0.006874390918429162,3.1670837504170835
zodiac,otal,12,143,0.009009009009009009,0.0037664287407485446,2.391923391923392
zodiac,otaiin,12,154,0.009009009009009009,0.004056154028498433,2.221071721071721
zodiac,ar,27,353,0.02027027027027027,0.009297547870519136,2.1801737998621853
zodiac,aiin,27,470,0.02027027027027027,0.012379171385677035,1.6374496837262795
zodiac,dy,12,271,0.009009009009009009,0.007137777543656333,1.2621588378045943
zodiac,dar,10,319,0.0075075075075075074,0.008402033344746753,0.8935346004311522
zodiac,daiin,11,864,0.008258258258258258,0.022756604419627572,0.36289501306862415
